date,code,boards,score,buy_price,next_pct,is_limit_up,ret,reason
2025-06-03,000510,1,42.0,6.03,-0.33,False,-0.33,首板，连板起点；近期首次活跃，缺乏涨停惯性；5日涨幅nan%，短期滞涨；主板10cm涨停
2025-06-04,000533,1,42.0,7.12,9.97,True,9.97,首板，连板起点；近期首次活跃，缺乏涨停惯性；5日涨幅nan%，短期滞涨；主板10cm涨停
2025-06-05,000504,1,42.0,7.39,5.01,True,5.01,首板，连板起点；近期首次活跃，缺乏涨停惯性；5日涨幅nan%，短期滞涨；主板10cm涨停
2025-06-06,000669,1,67.0,2.65,3.02,False,3.02,首板，连板起点；近10日涨停2次，有一定活跃度；5日涨幅nan%，短期滞涨；主板10cm涨停
2025-06-09,603093,1,82.0,20.56,-2.33,False,-2.33,首板，连板起点；近10日涨停3次，近期活跃；5日涨幅nan%，短期滞涨；主板10cm涨停
2025-06-10,002298,1,84.5,8.45,-8.28,False,-8.28,首板，连板起点；近10日涨停3次，近期活跃；5日涨幅42%，主升节奏；主板10cm涨停
2025-06-11,000669,1,82.75,2.73,2.56,False,2.56,首板，连板起点；近10日涨停3次，近期活跃；5日涨幅10%，温和上行；主板10cm涨停
2025-06-12,603093,1,94.5,22.61,-6.9,False,-6.9,首板，连板起点；近10日涨停4次，近期活跃；5日涨幅31%，主升节奏；主板10cm涨停
2025-06-13,603959,1,104.0,5.69,-1.58,False,-1.58,首板，连板起点；近10日涨停6次，资金反复攻击的强势股；5日涨幅23%，趋势向上；主板10cm涨停
2025-06-16,002940,1,104.5,28.99,0.07,False,0.07,首板，连板起点；近10日涨停5次，资金反复攻击的强势股；5日涨幅34%，主升节奏；主板10cm涨停
2025-06-17,603959,1,103.5,5.88,3.4,False,3.4,首板，连板起点；近10日涨停7次，资金反复攻击的强势股；5日涨幅15%，趋势向上；主板10cm涨停
2025-06-18,002365,1,84.5,28.27,-10.01,False,-10.01,首板，连板起点；近10日涨停3次，近期活跃；5日涨幅36%，主升节奏；主板10cm涨停
2025-06-19,002141,1,84.0,4.78,3.77,False,3.77,首板，连板起点；近10日涨停3次，近期活跃；5日涨幅23%，趋势向上；主板10cm涨停
2025-06-20,002940,1,104.0,31.94,0.22,False,0.22,首板，连板起点；近10日涨停5次，资金反复攻击的强势股；5日涨幅21%，趋势向上；主板10cm涨停
