code,date,boards,turn,mom5,mom20,lim10,lim20,vol_ratio,log_amt,prev_pct,prev_limit,total_lim,y
002682,2025-12-05,3,2.2612,41.47217235188509,53.00970873786406,2.0,6.0,0.1794239832443396,8.000882615409427,9.9846,True,64,1
002682,2025-12-08,4,0.784,50.52083333333334,67.37451737451738,3.0,7.0,0.07941637399355025,7.58236068518836,10.0559,True,67,1
002682,2025-12-09,5,18.1517,61.148648648648646,84.16988416988417,4.0,8.0,2.6321791516453827,8.986767716329725,10.0254,True,48,1
002682,2025-12-10,6,55.5221,61.13671274961598,96.07476635514021,5.0,9.0,7.244208967124039,9.494121454406402,10.0346,True,54,0
002682,2025-12-12,1,51.2336,37.690355329949256,67.43827160493825,6.0,9.0,2.1128262562829816,9.479850728498455,-6.0057,False,68,1
002682,2025-12-15,2,50.364,37.60092272202999,67.3211781206171,7.0,9.0,1.5378060795133275,9.490657551925386,10.0406,True,55,0
002682,2025-12-25,1,33.5887,-7.71573604060913,69.58955223880596,2.0,8.0,1.0833009912042286,9.215840938513857,0.8537,False,75,0
002682,2026-03-03,1,20.4997,6.380027739251034,8.18053596614952,0.0,0.0,3.899877073478575,8.936278318481277,-3.8621,False,70,0
002682,2026-08-12,1,2.9205,12.780269058295971,19.194312796208536,0.0,0.0,1.1513002028843133,7.917028263949925,0.4396,False,86,0
002682,2026-08-17,1,16.6835,12.087912087912088,27.499999999999986,1.0,1.0,1.62567558655954,8.66833285287698,-9.375,False,92,0
002685,2026-03-24,1,4.6629,-1.2765957446808471,-4.918032786885249,0.0,0.0,1.50200397267254,8.50111188708118,-4.955,False,80,0
002685,2026-04-08,1,11.5863,5.906593406593402,6.198347107438025,1.0,1.0,3.3499172339938745,8.94565729843872,2.6316,False,113,0
002685,2026-04-30,1,13.7611,15.384615384615401,23.98373983739839,0.0,1.0,2.4024134600093694,9.086631214798725,-1.4218,False,71,0
002685,2026-08-11,1,5.6884,13.24626865671641,11.580882352941174,0.0,0.0,2.3496715686447143,8.531818978527433,1.845,False,52,0
002686,2025-12-02,1,3.7706,12.863705972434914,13.910355486862457,0.0,0.0,1.906327453293175,8.15359862308379,1.9787,False,43,1
002686,2025-12-03,2,24.943,21.771771771771768,23.628048780487802,1.0,1.0,11.40176265713075,9.014024154929983,10.0,True,49,0
002686,2026-03-30,1,6.612,20.274390243902445,15.51976573938505,0.0,0.0,2.590840278430798,8.431384083839882,1.5581,False,58,0
002686,2026-04-14,1,7.1442,1.3368983957219314,5.86592178770951,1.0,1.0,0.7592328921747086,8.441253314379862,-2.546,False,49,0
002686,2026-04-20,1,7.3785,22.931785195936143,21.346704871060183,1.0,2.0,1.0055154901846364,8.507272855405192,1.4493,False,73,0
002686,2026-07-30,1,3.9518,11.516314779270616,10.037878787878782,0.0,0.0,4.025566526991125,8.07480761209438,1.7341,False,46,0
002686,2026-08-06,1,6.1172,13.080895008605879,23.264540337711082,1.0,1.0,0.9142295061026847,8.303165462349222,1.3582,False,71,0
002686,2026-08-21,1,6.814,5.1643192488263026,32.80632411067194,0.0,2.0,2.50562633856982,8.3757578061686,0.659,False,47,0
002686,2026-08-25,1,7.3277,12.541254125412564,31.406551059730248,1.0,3.0,1.7344278736004581,8.401638483267565,-7.7381,False,61,0
002687,2026-06-23,1,6.4559,3.36322869955157,-0.8602150537634401,0.0,0.0,1.9708132343274722,8.079578643111814,0.7212,False,88,1
